County,Days_on_Market,Days_On_Market_Growth_YoY,Avg_Home_Value,Home_Value_Growth_YoY,Inventory_Surplus_Deficit,Population,Sale_Inventory_Growth_YoY,Sale_Inventory_Growth_MoM,Home_Sales_Growth_YoY,Price_Cut_Percentage,Population_Growth,Cap_Rate,Home_Price_Forecast,Vacancy_Rate,Median_Age,Housing_Unit_Growth_Rate
"Marion, OH",40.0,11.1,169646.0,4.6,12.1,64851.0,16.9,,7.5,24.0,,,48.0,8.7,41.2,
"Marion, OR",,,,,,,14.0,11.1,,27.8,,4.1,40.0,3.9,37.5,5.5
"Marion, SC",67.0,,108884.0,4.3,23.2,28900.0,41.3,1.6,,18.3,,,45.0,18.2,43.0,
"Marion, TN",62.0,10.7,244511.0,2.7,44.0,29010.0,22.5,25.2,,20.6,2.0,4.9,45.0,16.6,43.7,4.2
"Marion, TX",71.0,4.4,144626.0,3.1,30.9,9631.0,13.0,26.2,300.0,37.8,,,45.0,25.1,50.6,
"Marion, WV",47.0,,158190.0,3.9,,56042.0,8.6,11.8,,23.2,,8.2,56.0,12.6,40.4,
"Mariposa, CA",,,,,,,39.3,20.6,,23.3,,,41.0,23.2,51.6,
"Marlboro, SC",51.0,12.7,84891.0,,,26285.0,12.9,,12.5,10.5,,,45.0,19.3,41.2,0.3
"Marquette, MI",,,,,,,0.5,38.0,,11.5,0.7,6.7,62.0,14.7,39.9,
"Marquette, WI",52.0,34.1,266113.0,6.4,,15706.0,57.3,12.9,21.0,10.9,3.2,,62.0,30.0,50.5,
"Marshall, AL",66.0,45.0,232279.0,2.8,44.4,100756.0,32.6,6.5,35.4,21.7,4.8,8.6,41.0,13.6,38.8,2.9
"Marshall, IA",47.0,22.8,183743.0,2.3,48.4,39971.0,54.7,4.4,6.2,17.1,,6.0,42.0,7.7,38.7,0.5
"Marshall, IL",48.0,5.5,134801.0,4.0,,11715.0,,,,10.2,,6.5,63.0,14.7,45.9,
"Marshall, IN",33.0,,248265.0,3.1,,46225.0,20.5,16.5,,20.2,,,55.0,12.9,39.6,
"Marshall, KS",87.0,,138350.0,4.4,,10001.0,6.6,,100.0,18.1,2.0,,49.0,13.8,42.6,
"Marshall, KY",65.0,30.0,181484.0,13.0,9.0,31728.0,39.2,7.8,72.2,19.3,1.8,,54.0,20.1,44.9,2.0
"Marshall, MN",,,,,,,111.1,52.0,200.0,15.3,,,52.0,15.3,43.2,
"Marshall, MS",61.0,2.5,214421.0,4.3,74.5,33899.0,8.6,,,18.9,,5.8,33.0,16.3,41.8,
"Marshall, OK",70.0,5.3,194166.0,,43.2,15628.0,,,,15.1,,,39.0,34.8,42.0,
"Marshall, SD",,,,,,,100.0,11.1,0.0,0.0,,,37.0,32.2,42.8,
"Marshall, TN",48.0,34.2,324967.0,2.1,53.9,35276.0,31.3,1.9,,31.3,9.3,,32.0,8.6,39.6,7.3
"Marshall, WV",73.0,30.3,121990.0,1.3,3.2,30129.0,,,140.0,13.9,,8.6,46.0,15.2,46.2,
"Martin, FL",,,,,,,42.9,,,28.0,1.4,5.4,32.0,17.8,53.4,4.6
"Martin, IN",82.0,,200030.0,6.0,32.4,9854.0,29.7,4.3,100.0,12.1,,,46.0,14.2,41.8,
"Martin, KY",57.0,0.8,122025.0,17.4,,11181.0,28.5,20.0,0.0,0.0,,,63.0,18.8,40.3,
"Martin, MN",40.0,,209253.0,4.3,,19864.0,3.4,38.4,,10.8,,,54.0,9.0,44.5,
"Martin, NC",57.0,39.0,118263.0,,,21773.0,13.1,8.8,,12.6,,,49.0,15.6,46.7,
"Martin, TX",60.0,,234132.0,0.9,,5230.0,,23.0,0.0,0.0,,6.7,55.0,7.8,37.2,18.6
"Martinsville, VA",6.0,,112031.0,14.2,0.0,13584.0,,0.0,,0.0,3.6,11.6,72.0,20.0,40.2,
"Mason, IL",47.0,,92582.0,,,12878.0,,8.1,23.0,21.0,,,60.0,13.6,45.5,
"Mason, KY",63.0,27.9,166425.0,12.5,21.6,16995.0,40.7,5.5,100.0,17.3,,,50.0,15.3,42.3,0.4
"Mason, MI",49.0,,255481.0,0.5,,29177.0,10.5,25.0,31.8,14.2,1.0,,49.0,28.9,47.2,0.1
"Mason, TX",111.0,76.1,343025.0,9.0,53.6,3951.0,11.4,9.6,,10.2,,,36.0,35.7,46.5,
"Mason, WA",,,,,,,9.1,26.4,11.1,27.5,4.3,3.8,42.0,26.8,43.9,2.1
"Mason, WV",53.0,75.2,148509.0,8.4,,25214.0,,2.1,60.0,10.0,,,65.0,15.6,44.2,
"Massac, IL",61.0,16.1,105844.0,0.7,,13958.0,,,18.1,25.0,,12.9,57.0,19.6,45.0,
"Matagorda, TX",75.0,1.0,207784.0,2.7,32.2,36274.0,27.5,10.8,8.0,23.8,,3.2,44.0,21.4,37.5,
"Mathews, VA",38.0,,334618.0,2.7,,8517.0,,23.9,0.0,12.3,,4.6,62.0,31.3,53.8,
"Maui, HI",,,,,,,50.4,1.4,,17.3,,4.0,36.0,22.7,43.3,
"Maury, TN",49.0,68.9,407196.0,0.8,66.9,110760.0,47.4,8.8,,25.8,17.4,4.0,31.0,4.5,37.9,24.4
"Maverick, TX",100.0,0.5,229656.0,5.8,24.1,57770.0,58.2,7.6,,12.9,,7.4,45.0,9.5,30.2,10.3
"Mayes, OK",57.0,5.0,210010.0,1.1,22.6,39406.0,14.4,8.3,,16.2,,,44.0,16.8,40.5,
"McClain, OK",46.0,,287872.0,1.9,67.1,43779.0,29.9,5.6,,33.6,13.3,4.2,34.0,6.4,38.9,11.4
"McCone, MT",,,,,,,,0.0,0.0,0.0,11.5,,66.0,24.3,52.4,3.5
"McCook, SD",38.0,108.2,274101.0,7.1,20.6,5732.0,80.9,18.7,,27.5,4.0,3.1,40.0,10.0,39.9,
"McCormick, SC",70.0,7.6,307374.0,5.1,41.7,9701.0,82.6,5.0,,28.0,0.9,,43.0,26.1,58.7,
"McCracken, KY",52.0,,189223.0,9.7,,67428.0,51.9,7.0,5.8,26.1,3.1,7.0,56.0,10.5,41.8,0.2
"McCreary, KY",69.0,11.2,120633.0,11.4,65.0,16905.0,4.5,12.2,14.2,28.5,,,41.0,19.1,38.7,
"McCulloch, TX",41.0,,137638.0,,38.0,7565.0,34.4,23.8,16.6,18.1,,,41.0,27.1,47.1,
"McCurtain, OK",102.0,29.1,189458.0,,131.5,30825.0,17.2,0.7,35.2,18.8,,,28.0,19.3,37.9,
"McDonald, MO",64.0,88.2,219455.0,5.1,47.6,23492.0,29.8,,,25.8,2.9,,37.0,13.2,38.1,
"McDonough, IL",74.0,39.6,98821.0,,,27102.0,17.3,6.0,9.0,13.6,,7.9,55.0,13.5,35.1,
"McDowell, NC",53.0,,256909.0,1.9,59.1,44679.0,83.2,28.2,,27.4,,,43.0,14.1,44.3,0.8
"McDowell, WV",71.0,,35534.0,,15.1,18413.0,15.1,0.0,,16.6,,,43.0,30.8,43.6,
"McDuffie, GA",61.0,,180876.0,,60.6,21687.0,0.9,0.9,28.5,8.7,0.8,6.6,37.0,12.3,39.1,1.5
"McHenry, IL",31.0,21.5,354172.0,6.2,,312800.0,27.3,17.3,,14.4,1.3,5.3,61.0,2.4,41.1,2.7
"McHenry, ND",,,,,,,,,0.0,0.0,,5.4,60.0,20.0,43.4,
"McIntosh, GA",53.0,,257758.0,1.4,42.8,11187.0,33.6,7.5,40.0,16.2,,4.9,42.0,29.6,52.1,
"McIntosh, OK",66.0,0.0,182374.0,1.2,20.2,19237.0,21.6,3.8,0.0,19.7,,,44.0,35.8,47.3,
"McKean, PA",74.0,5.7,107375.0,1.6,,40149.0,37.0,4.2,,16.6,,8.5,55.0,16.8,43.8,
"McKenzie, ND",,,,,,,,,,11.7,13.9,4.3,63.0,23.1,31.2,28.6
"McKinley, NM",43.0,,217614.0,3.2,4.8,68797.0,113.0,28.9,,16.9,,,53.0,16.2,35.0,
"McLean, IL",32.0,,248898.0,6.6,,170441.0,,9.6,2.5,13.2,,4.8,66.0,6.0,35.0,4.0
"McLean, KY",44.0,,156141.0,12.5,43.2,9127.0,60.0,26.3,,23.5,,5.6,51.0,13.4,43.2,
"McLean, ND",,,,,,,48.0,21.3,,8.5,2.0,,49.0,26.4,47.4,
"McLennan, TX",33.0,,262406.0,,83.4,268583.0,28.7,12.2,,28.8,5.4,5.9,31.0,11.4,34.2,6.9
"McLeod, MN",,,,,,,28.7,23.0,,16.9,2.6,,51.0,6.0,41.5,0.7
"McMinn, TN",68.0,68.7,247116.0,2.5,40.8,54135.0,33.9,2.0,,34.2,2.5,5.8,37.0,10.6,42.5,2.6
"McNairy, TN",51.0,,158753.0,0.3,22.4,25933.0,27.8,7.4,,20.8,0.1,,47.0,20.1,43.1,1.7
"McPherson, KS",41.0,,215940.0,5.0,,30130.0,,6.5,,24.2,5.2,5.3,55.0,7.4,39.1,
"McPherson, NE",5.0,,352742.0,18.0,0.0,463.0,,0.0,,0.0,1.9,,54.0,24.3,46.6,4.8
"Meade, KS",135.0,48.3,122493.0,3.4,68.4,3949.0,,,0.0,26.6,,,31.0,19.9,37.5,
"Meade, KY",39.0,23.8,258770.0,10.7,68.6,30032.0,59.2,7.8,31.8,36.0,6.0,5.4,41.0,10.8,39.3,
"Meade, SD",,,,,,,54.2,17.3,,20.8,10.4,3.2,42.0,6.6,37.0,6.0
"Meagher, MT",,,,,,,,0.0,,0.0,0.5,,61.0,38.5,59.9,5.3
"Mecklenburg, NC",43.0,30.3,429359.0,0.2,52.2,1163701.0,69.8,11.7,5.0,29.6,6.3,5.1,37.0,7.6,35.6,13.1
"Mecklenburg, VA",54.0,,204453.0,5.7,,30431.0,30.4,9.5,14.2,15.5,,7.5,55.0,30.1,48.8,1.3
"Mecosta, MI",49.0,14.6,213849.0,1.0,,40321.0,7.0,10.1,,23.6,,5.4,50.0,22.4,40.6,
"Medina, OH",32.0,6.6,339118.0,5.2,,184042.0,3.6,11.4,7.8,19.9,2.7,4.6,58.0,3.9,43.9,5.0
"Medina, TX",64.0,7.5,331387.0,1.7,95.3,52419.0,18.8,8.8,1.8,27.5,6.2,3.1,30.0,11.5,39.6,6.8
"Meeker, MN",,,,,,,113.0,20.9,61.1,28.5,1.4,,50.0,14.3,42.3,
"Meigs, OH",52.0,23.0,103678.0,,24.5,22072.0,38.4,,0.0,29.6,,,43.0,16.8,43.8,
"Meigs, TN",80.0,40.3,287015.0,3.9,58.7,13076.0,37.8,14.6,0.0,31.2,9.3,5.3,38.0,14.3,45.5,5.7
"Menard, IL",41.0,127.7,197094.0,3.3,,12169.0,64.7,,,10.5,,3.8,59.0,7.2,42.8,
"Menard, TX",145.0,,190293.0,2.0,90.9,1964.0,200.0,50.0,0.0,0.0,,,46.0,36.3,58.0,
"Mendocino, CA",,,,,,,33.5,15.1,5.3,20.7,1.7,4.2,40.0,16.4,44.5,2.2
"Menifee, KY",47.0,,166869.0,12.0,56.0,6203.0,41.8,20.0,,16.3,,,42.0,29.5,45.1,
"Menominee, MI",,,,,,,,4.7,43.7,15.3,0.2,4.9,61.0,24.5,49.9,
"Menominee, WI",,,,,,,188.8,13.0,,23.5,,,52.0,37.8,33.8,
"Merced, CA",,,,,,,60.3,9.5,,26.4,6.2,5.3,43.0,4.6,32.2,7.6
"Mercer, IL",47.0,6.9,164293.0,,,15619.0,61.9,15.2,,7.1,,4.1,47.0,11.8,44.5,
"Mercer, KY",48.0,2.1,235329.0,7.9,,22824.0,27.2,6.7,,31.0,6.0,,52.0,12.2,42.8,2.8
"Mercer, MO",55.0,,128821.0,4.4,64.1,3501.0,52.3,45.4,33.3,19.0,,,40.0,32.4,40.8,
"Mercer, ND",,,,,,,42.8,,,20.5,,,61.0,22.8,42.8,
"Mercer, NJ",,,,,,,49.5,10.6,,14.6,3.2,4.8,57.0,3.3,40.2,4.2
"Mercer, OH",44.0,,251952.0,5.3,,42438.0,,,86.6,13.1,3.9,,62.0,9.6,39.1,0.4
"Mercer, PA",63.0,10.5,171814.0,3.2,,108503.0,53.2,2.4,3.0,17.0,,,53.0,6.8,44.5,
"Mercer, WV",45.0,,139518.0,5.4,,59062.0,11.6,22.9,,21.3,,6.5,60.0,16.8,43.3,
"Meriwether, GA",71.0,104.3,200082.0,,36.8,20757.0,63.8,,,11.3,,5.3,43.0,15.2,43.6,
"Merrick, NE",54.0,28.1,222730.0,7.5,9.0,7696.0,38.4,,0.0,16.6,,4.6,47.0,10.4,42.8,
"Merrimack, NH",,,,,,,14.5,31.6,,16.6,3.9,3.4,58.0,6.9,42.1,2.6
"Mesa, CO",44.0,,426303.0,4.2,18.7,159681.0,43.0,13.8,0.7,21.2,4.2,4.4,46.0,4.6,41.6,6.2
"Metcalfe, KY",65.0,89.7,170218.0,15.3,19.4,10372.0,91.6,24.3,0.0,26.6,3.6,3.5,49.0,10.0,41.9,
"Miami, IN",49.0,59.3,149493.0,5.8,3.5,35772.0,54.3,,,30.0,,,50.0,11.1,41.0,
"Miami, KS",41.0,,367931.0,5.0,34.7,34625.0,12.5,10.7,,29.5,4.5,3.3,45.0,3.9,41.8,3.4
"Miami, OH",42.0,63.1,259165.0,6.0,,110876.0,28.1,1.8,,26.0,4.3,4.5,51.0,5.8,41.5,7.1
"Miami-Dade, FL",,,,,,,46.4,1.2,,18.8,,5.4,43.0,10.7,41.0,7.0
"Middlesex, CT",,,,,,,,,1.4,,0.8,3.8,,8.7,46.7,1.2
"Middlesex, MA",,,,,,,36.0,19.3,,32.9,0.5,4.2,49.0,5.0,39.2,3.9
"Middlesex, NJ",,,,,,,27.6,18.8,,11.2,4.0,5.6,60.0,2.5,39.9,5.5
"Middlesex, VA",55.0,59.4,382187.0,5.0,,10774.0,56.9,7.8,76.9,12.7,0.6,,60.0,33.7,55.5,
"Midland, MI",32.0,14.5,241718.0,3.9,,84039.0,40.5,4.2,,19.4,0.9,5.3,55.0,4.0,43.3,0.3
"Midland, TX",40.0,5.2,327041.0,4.8,14.2,177108.0,23.7,7.2,0.0,43.8,2.6,4.9,45.0,3.7,32.9,19.0
"Mifflin, PA",39.0,26.8,180085.0,6.1,,46074.0,,,,18.6,,,56.0,13.6,43.1,
"Milam, TX",86.0,18.6,267014.0,0.3,89.2,25268.0,16.1,,,26.3,2.4,4.3,30.0,13.2,41.6,1.2
"Millard, UT",79.0,,341662.0,5.4,103.9,13179.0,70.4,0.9,,13.5,3.5,,33.0,14.4,33.4,
"Mille Lacs, MN",,,,,,,45.3,12.5,57.8,25.5,4.6,3.3,49.0,17.1,41.2,0.6
"Miller, AR",65.0,1.9,165693.0,,27.1,42588.0,,5.8,,27.6,,7.4,41.0,17.6,39.0,1.3
"Miller, GA",39.0,,147385.0,9.0,,5873.0,,,100.0,0.0,0.6,,56.0,12.9,42.8,3.0
"Miller, MO",47.0,12.5,269108.0,5.0,5.2,25081.0,4.8,2.3,8.6,27.3,0.1,,50.0,19.7,40.8,
"Mills, IA",38.0,7.8,277889.0,4.0,118.5,14563.0,82.7,39.4,60.0,30.0,,3.2,32.0,12.5,42.6,
"Mills, TX",78.0,,364949.0,6.0,93.5,4499.0,30.4,7.1,25.0,10.8,,,35.0,29.4,52.2,
"Milwaukee, WI",29.0,0.0,279428.0,4.4,,916205.0,4.0,10.5,,17.5,,4.5,55.0,8.4,35.7,1.0
"Miner, SD",261.0,605.4,197790.0,11.7,,2299.0,100.0,,,0.0,3.1,,44.0,24.2,48.9,
"Mineral, CO",40.0,,430517.0,6.4,,799.0,21.4,41.6,0.0,21.0,,,64.0,65.3,53.7,
"Mineral, MT",,,,,,,18.7,31.0,200.0,27.2,13.8,2.6,44.0,17.0,50.1,2.7
"Mineral, NV",,,,,,,48.3,6.9,,13.3,2.4,,43.0,21.3,41.9,
"Mineral, WV",50.0,,189439.0,5.3,,26922.0,30.5,20.5,,28.9,,5.8,58.0,14.5,44.6,
"Mingo, WV",78.0,7.5,64612.0,,,22979.0,6.2,17.2,0.0,19.0,,,49.0,21.9,44.3,
"Minidoka, ID",65.0,51.7,319033.0,3.9,82.3,21922.0,65.4,3.8,,26.9,6.3,6.0,32.0,7.8,34.5,4.8
"Minnehaha, SD",37.0,15.6,326668.0,2.2,,206930.0,38.8,16.7,7.7,14.8,7.2,3.3,49.0,5.5,36.7,10.4
"Missaukee, MI",,,,,,,54.5,36.0,0.0,31.3,0.9,,56.0,33.7,42.7,
"Mississippi, AR",54.0,1.8,99466.0,1.8,,39749.0,1.4,,,8.7,,,55.0,19.5,36.9,
"Mississippi, MO",82.0,,98589.0,1.1,15.7,12079.0,,8.2,,10.5,,,45.0,13.6,42.2,
"Missoula, MT",,,,,,,18.9,25.3,9.7,25.3,2.5,2.4,45.0,5.5,37.7,6.1
"Mitchell, GA",78.0,,142762.0,1.8,,21441.0,8.3,2.6,0.0,16.6,,,48.0,11.5,39.9,
"Mitchell, IA",65.0,6.5,201925.0,6.8,,10548.0,2.2,0.0,,10.5,,,53.0,8.6,42.2,
"Mitchell, KS",64.0,3.6,138423.0,9.6,128.5,5767.0,60.0,,0.0,21.0,,,34.0,17.8,43.3,
"Mitchell, NC",52.0,26.8,234966.0,2.2,,14973.0,61.3,14.5,,32.1,,,58.0,26.0,48.0,
"Mitchell, TX",110.0,24.2,98623.0,,,8989.0,10.3,,0.0,11.7,5.0,,49.0,30.7,36.9,
"Mobile, AL",58.0,23.4,195052.0,1.2,30.0,411640.0,29.7,3.1,,31.8,,8.2,42.0,12.2,38.5,1.1
"Modoc, CA",,,,,,,83.0,2.8,,13.1,,,49.0,31.6,49.0,
"Moffat, CO",80.0,33.3,296059.0,3.3,,13258.0,63.3,16.6,6.6,15.0,1.5,8.8,46.0,13.2,37.9,
"Mohave, AZ",63.0,10.5,349902.0,,49.1,223682.0,30.9,2.9,,28.3,6.7,5.3,37.0,19.6,53.7,6.5
"Moniteau, MO",45.0,119.5,227526.0,6.3,13.6,15303.0,127.2,28.2,50.0,31.5,,3.9,52.0,6.5,38.0,0.0
"Monmouth, NJ",,,,,,,13.4,16.6,,11.7,3.4,4.1,57.0,6.6,43.6,3.3
"Mono, CA",,,,,,,49.4,10.9,,21.9,,4.6,48.0,59.4,40.3,
"Monona, IA",52.0,,155243.0,3.4,79.0,8619.0,48.8,12.2,,18.1,,,34.0,11.3,44.7,
"Monongalia, WV",40.0,,253160.0,1.4,,107718.0,,5.2,,15.5,1.2,5.8,60.0,11.2,32.6,10.7
"Monroe, AL",55.0,,136719.0,4.2,,19580.0,2.8,0.9,50.0,20.6,,,51.0,27.4,43.9,
"Monroe, AR",100.0,84.3,91390.0,,6.0,6681.0,83.3,0.0,,0.0,,,48.0,26.6,45.5,
"Monroe, FL",,,,,,,16.9,,,21.7,7.4,4.0,40.0,40.9,48.8,3.1
"Monroe, GA",67.0,26.4,325787.0,4.4,,28919.0,20.0,8.2,31.2,23.0,7.0,3.3,48.0,8.1,42.5,2.8
"Monroe, IA",48.0,,162510.0,5.0,50.7,7546.0,40.5,10.6,150.0,11.1,,,41.0,18.0,42.1,
"Monroe, IL",40.0,,324174.0,5.5,2.8,34969.0,41.0,,68.1,17.6,3.0,3.2,49.0,5.6,42.5,4.2
"Monroe, IN",44.0,24.8,311406.0,3.2,30.6,139342.0,54.9,8.0,23.7,27.5,,4.9,44.0,8.0,31.7,7.5
"Monroe, KY",79.0,,142102.0,10.6,1.4,11318.0,,,,16.0,6.4,,47.0,12.4,41.3,
"Monroe, MI",32.0,,256222.0,2.7,,155045.0,33.5,18.5,,22.9,3.0,4.7,54.0,6.1,42.9,3.4
"Monroe, MO",47.0,,196062.0,6.8,11.5,8672.0,9.5,27.7,60.0,23.5,0.2,,52.0,22.6,45.8,
"Monroe, MS",65.0,14.0,159096.0,5.0,38.2,33928.0,41.9,6.2,188.8,18.3,,,45.0,18.5,41.6,1.2
"Monroe, NY",22.0,109.5,271363.0,6.5,,748482.0,,13.6,,4.1,0.8,4.7,59.0,6.7,39.8,3.3
"Monroe, OH",54.0,,141722.0,3.0,51.8,13308.0,48.5,33.3,0.0,22.2,,,41.0,22.9,46.0,
"Monroe, PA",,,,,,,6.6,11.1,,24.0,,6.4,50.0,23.4,44.5,
"Monroe, TN",61.0,16.1,272009.0,0.4,32.0,47054.0,41.3,8.0,,32.9,2.5,4.5,43.0,10.5,44.8,1.9
"Monroe, WI",37.0,,251772.0,4.7,,46169.0,,,,23.5,1.4,,54.0,8.2,39.6,0.3
"Monroe, WV",54.0,,173377.0,9.5,,12401.0,34.4,27.8,,16.0,,,61.0,24.3,46.7,
"Montague, TX",57.0,,261507.0,,101.1,20599.0,36.2,8.2,,26.8,6.1,,30.0,21.0,44.0,0.5
"Montcalm, MI",34.0,0.0,223226.0,0.8,1.5,68154.0,27.4,16.5,,20.0,7.8,6.3,49.0,12.7,40.6,
"Monterey, CA",,,,,,,27.9,10.0,21.7,20.4,,3.4,48.0,9.6,35.9,2.7
"Montezuma, CO",50.0,,400383.0,2.1,5.3,26204.0,29.7,19.1,,21.6,1.1,4.5,50.0,11.3,44.5,0.0
"Montgomery, AL",58.0,10.4,159127.0,0.1,10.6,224980.0,34.9,7.1,5.1,17.8,,10.6,47.0,12.8,37.3,1.2
"Montgomery, AR",87.0,6.7,203205.0,10.7,30.2,8571.0,28.7,7.6,,6.4,,,48.0,31.3,50.8,
"Montgomery, GA",51.0,,168579.0,,,8675.0,36.3,0.0,,20.0,,,51.0,19.9,38.2,
"Montgomery, IA",84.0,136.6,136089.0,2.7,11.0,10254.0,61.1,9.4,,19.5,0.9,,45.0,8.0,43.8,
"Montgomery, IL",45.0,,122486.0,3.9,,28078.0,16.0,17.5,35.2,17.1,,,59.0,10.0,42.6,
"Montgomery, IN",37.0,19.6,216184.0,7.0,18.2,38155.0,52.4,12.4,,34.7,,5.3,50.0,6.1,40.0,
"Montgomery, KS",58.0,12.0,90510.0,4.8,,31143.0,7.6,10.9,,22.6,,11.2,56.0,17.3,40.3,
"Montgomery, KY",48.0,23.8,212419.0,4.6,6.9,28271.0,,,,18.1,1.8,,46.0,10.2,40.6,2.4
"Montgomery, MD",23.0,,639361.0,3.2,18.7,1058474.0,104.8,16.3,,23.0,0.5,3.9,48.0,3.4,40.6,4.1
"Montgomery, MO",72.0,41.1,209074.0,4.0,,11422.0,,12.5,57.1,25.0,,,53.0,20.8,43.8,
"Montgomery, MS",94.0,,120405.0,6.1,70.3,9708.0,24.5,,100.0,10.8,,,34.0,29.2,42.4,
"Montgomery, NC",52.0,19.5,177861.0,1.0,,25874.0,69.2,17.1,,22.2,,,52.0,32.5,43.6,
"Montgomery, NY",,,,,,,40.9,3.3,,16.9,0.0,5.0,55.0,16.1,40.1,
"Montgomery, OH",35.0,30.8,194608.0,4.9,,533796.0,28.4,5.8,,27.4,0.2,6.7,51.0,7.0,38.6,
"Montgomery, PA",,,,,,,30.5,16.9,,14.5,4.8,4.4,58.0,3.8,41.4,4.7
"Montgomery, TN",53.0,38.5,326564.0,0.6,77.8,239872.0,27.0,4.6,,22.5,16.4,5.3,30.0,5.7,32.5,18.0
"Montgomery, TX",43.0,6.1,357504.0,,46.5,711354.0,34.8,9.4,,26.7,20.3,4.6,40.0,6.4,37.3,25.9
"Montgomery, VA",43.0,0.0,338672.0,2.7,4.6,98666.0,8.5,6.2,,17.0,,6.6,50.0,14.1,29.8,6.5
"Montmorency, MI",,,,,,,51.7,34.6,,14.2,1.1,,59.0,46.5,56.7,
"Montour, PA",44.0,41.9,266491.0,2.2,,18079.0,0.0,8.4,,16.6,,4.9,55.0,5.2,43.0,
"Montrose, CO",66.0,14.7,445720.0,3.9,14.6,43272.0,7.8,3.7,,18.1,4.8,4.9,45.0,9.7,45.7,3.0
"Moody, SD",71.0,,298120.0,4.6,,6371.0,28.5,12.5,300.0,0.0,,,54.0,9.0,40.5,
"Moore, NC",50.0,16.2,415515.0,1.9,30.8,106898.0,41.1,9.5,,22.7,8.3,5.6,45.0,9.4,44.0,6.8
"Moore, TN",82.0,19.7,340633.0,2.7,62.7,6611.0,16.1,,266.6,32.6,4.5,4.1,34.0,11.9,46.2,
"Moore, TX",39.0,,180235.0,3.2,5.4,21234.0,,3.8,27.2,11.7,,,50.0,11.5,30.6,2.2
"Morehouse, LA",128.0,72.9,86047.0,,,24967.0,,,22.2,11.9,,12.7,48.0,17.7,40.3,
"Morgan, AL",57.0,23.2,231135.0,2.4,62.2,125133.0,53.0,,,27.5,5.0,7.1,38.0,8.0,40.2,3.5
"Morgan, CO",66.0,38.9,330211.0,1.3,71.0,29186.0,74.1,4.5,,24.1,3.2,,31.0,5.4,36.9,
"Morgan, GA",77.0,58.7,441433.0,0.5,17.5,20614.0,75.3,4.5,7.6,24.1,13.0,2.7,45.0,10.4,42.3,13.2
"Morgan, IL",33.0,37.5,129133.0,1.2,,32621.0,58.4,29.2,,14.1,,6.8,61.0,12.6,41.5,
"Morgan, IN",42.0,28.2,294808.0,4.5,20.0,73227.0,17.3,7.5,24.6,30.8,4.4,4.8,46.0,3.9,41.4,6.7
"Morgan, KY",68.0,,143223.0,2.1,24.2,13938.0,31.5,4.1,75.0,38.7,4.9,,44.0,15.9,41.8,
"Morgan, MO",49.0,20.9,296810.0,3.1,23.2,21430.0,66.8,20.3,,34.0,6.4,,48.0,45.9,45.4,
"Morgan, OH",63.0,2.0,150346.0,0.1,32.6,13758.0,88.2,8.4,,19.0,,,45.0,22.9,44.4,
"Morgan, TN",57.0,30.2,196844.0,,6.4,21193.0,19.3,10.4,71.4,29.0,,6.8,46.0,15.9,42.5,
"Morgan, UT",44.0,,729603.0,2.6,66.6,12585.0,11.1,35.5,60.0,35.0,10.4,2.3,36.0,5.9,32.5,9.7
"Morgan, WV",38.0,,295076.0,6.8,14.4,17327.0,58.2,14.4,,17.2,,4.3,53.0,21.4,49.3,
"Morrill, NE",68.0,70.8,147181.0,4.8,96.2,4544.0,44.4,,,23.5,,,35.0,16.9,41.3,
"Morris, KS",51.0,37.8,155476.0,6.4,,5388.0,61.5,31.2,400.0,48.0,,,59.0,16.4,48.7,
"Morris, NJ",,,,,,,12.9,20.4,,9.5,4.0,4.9,64.0,3.4,43.1,2.9
"Morris, TX",75.0,16.7,174439.0,,104.8,12014.0,88.2,2.6,,22.0,,,31.0,13.3,42.4,
"Morrison, MN",,,,,,,18.6,14.6,18.1,19.0,3.5,,55.0,14.4,42.2,0.5
"Morrow, OH",38.0,34.5,267577.0,3.3,34.5,35214.0,89.6,23.7,,25.9,0.6,4.3,46.0,7.9,43.3,2.4
"Morrow, OR",,,,,,,3.3,24.0,,26.6,9.2,3.9,40.0,10.2,36.2,5.0
"Morton, KS",75.0,,103367.0,0.8,31.3,2647.0,46.6,15.7,400.0,0.0,,,37.0,27.8,43.7,
"Morton, ND",,,,,,,16.6,29.4,17.8,12.3,9.6,4.7,58.0,11.7,37.7,4.1
"Motley, TX",17.0,,113927.0,7.6,,1267.0,,,100.0,0.0,9.6,,62.0,36.1,51.4,
"Moultrie, IL",42.0,,164017.0,9.5,,14469.0,,23.8,,23.5,,,66.0,6.1,40.4,
"Mountrail, ND",,,,,,,,,200.0,19.0,,,55.0,24.3,35.1,1.4
"Mower, MN",42.0,58.4,194712.0,4.5,1.4,40069.0,42.8,4.4,,25.0,1.1,4.2,51.0,8.2,38.9,
"Muhlenberg, KY",66.0,16.3,145087.0,14.2,12.0,30712.0,52.0,8.9,0.0,29.4,,,54.0,11.7,42.8,
"Multnomah, OR",,,,,,,21.4,21.1,9.3,36.8,,3.1,38.0,5.1,39.2,5.6
"Murray, GA",61.0,58.4,241356.0,3.8,36.5,40282.0,54.9,13.1,15.3,21.8,1.8,6.5,40.0,5.5,39.3,0.6
"Murray, MN",26.0,,234805.0,5.1,,8119.0,76.0,33.3,,9.7,,,52.0,18.1,46.6,
