"Name","Home Price Forecast","Vacancy Rate","Investor Forecast","Price Cut %","Median Age","Housing Unit Growth Rate"
"Marshall, TN","32","8.6%","-","31.3%","39.6","7.3%"
"Marshall, AL","41","13.6%","-","21.7%","38.8","2.9%"
"Marshall, WV","46","15.2%","50","13.9%","46.2","-6.6%"
"Marshall, KY","54","20.1%","-","19.3%","44.9","2.0%"
"Marshall, MS","33","16.3%","58","18.9%","41.8","-1.0%"
"Tipton, IN","57","8.3%","53","23.5%","44.5","-2.3%"
"Dallas, AL","50","18.6%","-","12.3%","40.3","-6.8%"
"Wilcox, GA","29","27.5%","-","20.0%","41.3","-1.4%"
"Wilcox, AL","52","30.5%","-","20.0%","42.0","-7.2%"
"Pickens, SC","41","9.4%","49","36.8%","36.7","9.0%"
"Pickens, GA","47","14.3%","44","27.7%","46.1","9.5%"
"Pickens, AL","48","20.3%","63","13.7%","42.5","-8.6%"
"Itawamba, MS","46","12.2%","69","17.9%","39.4","2.1%"
"Kemper, MS","49","18.4%","-","0.0%","40.7","-17.8%"
"Choctaw, AL","37","27.7%","-","20.0%","47.0","-2.4%"
"Choctaw, MS","49","20.9%","-","23.5%","43.0","3.8%"
"Forrest, MS","46","10.7%","58","21.8%","32.9","2.0%"
"Attala, MS","44","22.4%","-","12.9%","39.6","-9.3%"
"Smith, TN","33","11.9%","51","30.5%","40.7","-0.6%"
"Smith, MS","51","19.2%","-","38.0%","42.9","-9.3%"
"Mobile, AL","42","12.2%","57","31.8%","38.5","1.1%"
"Pearl River, MS","43","14.5%","-","31.1%","41.1","-0.2%"
"Suffolk, VA","48","5.4%","54","24.3%","39.8","11.0%"
"Kings, NY","49","6.7%","48","10.8%","37.0","5.4%"
"Monroe, MS","45","18.5%","-","18.3%","41.6","1.2%"
"Monroe, OH","41","22.9%","-","22.2%","46.0","-4.9%"
"Monroe, WV","61","24.3%","-","16.0%","46.7","-18.0%"
"Monroe, IN","44","8.0%","44","27.5%","31.7","7.5%"
"Monroe, TN","43","10.5%","-","32.9%","44.8","1.9%"
"Monroe, KY","47","12.4%","-","16.0%","41.3","-0.0%"
"Monroe, GA","48","8.1%","52","23.0%","42.5","2.8%"
"Monroe, FL","40","40.9%","65","21.7%","48.8","3.1%"
"Monroe, AL","51","27.4%","-","20.6%","43.9","-10.5%"
"New Castle, DE","55","4.5%","49","19.8%","39.8","5.6%"
"Queen Anne's, MD","51","9.5%","39","30.7%","44.8","3.2%"
"Kent, DE","51","4.7%","57","19.5%","39.0","6.5%"
"Kent, MD","59","17.3%","-","14.0%","48.4","-3.2%"
"Schuylkill, PA","53","12.7%","47","24.3%","44.0","-3.5%"
"Cecil, MD","57","7.5%","39","21.3%","41.2","4.3%"
"St. Mary's, MD","56","7.3%","-","20.8%","38.7","1.4%"
"Howard, IN","52","11.1%","62","28.6%","40.5","1.1%"
"Howard, MD","55","3.7%","45","15.2%","40.2","4.4%"
"Cumberland, TN","39","11.5%","-","27.9%","53.0","5.8%"
"Cumberland, NJ","57","4.9%","34","18.2%","39.0","1.4%"
"Cumberland, KY","42","28.5%","-","15.3%","45.1","-7.2%"
"Cumberland, IL","55","11.4%","-","0.0%","42.3","-3.1%"
"Cumberland, VA","59","11.0%","-","9.5%","45.2","-0.2%"
"Cumberland, NC","45","9.1%","64","20.4%","32.1","-1.6%"
"Cumberland, PA","54","3.9%","44","14.3%","40.2","5.2%"
"Alexandria, VA","45","5.8%","30","23.5%","38.2","6.6%"
"Mifflin, PA","56","13.6%","-","18.6%","43.1","-1.7%"
"Manassas, VA","48","2.6%","54","14.0%","34.7","6.2%"
"Rappahannock, VA","52","25.6%","48","30.0%","50.1","-2.7%"
"Warren, IN","42","8.8%","51","27.5%","43.4","-1.2%"
"Warren, NC","42","31.3%","-","21.4%","48.6","-3.3%"
"Warren, OH","53","4.1%","64","20.4%","40.3","10.0%"
"Warren, TN","29","12.0%","-","27.8%","40.0","2.2%"
"Warren, GA","47","22.2%","-","0.0%","45.3","-13.6%"
"Warren, KY","36","6.0%","54","24.7%","33.0","13.9%"
"Warren, VA","52","9.3%","50","20.7%","40.5","4.0%"
"Charlottesville, VA","48","8.6%","46","30.7%","32.9","5.1%"
"Currituck, NC","50","30.8%","42","21.5%","41.7","6.9%"
"Tyrrell, NC","59","28.8%","-","0.0%","46.0","-10.0%"
"Gloucester, NJ","61","4.0%","44","13.7%","40.4","3.7%"
"Gloucester, VA","57","12.1%","49","24.0%","44.6","4.4%"
"Gates, NC","57","12.2%","43","14.2%","47.7","-9.8%"
"King and Queen, VA","62","19.2%","29","14.8%","49.0","-0.3%"
"Charles City, VA","59","9.8%","47","0.0%","52.6","-2.5%"
"Hanover, VA","53","3.8%","56","18.0%","42.7","8.0%"
"Henrico, VA","51","6.3%","52","16.6%","39.8","6.2%"
"Chesterfield, SC","43","15.8%","-","11.9%","42.4","-4.3%"
"Chesterfield, VA","50","3.8%","50","15.2%","39.5","12.5%"
"Greensville, VA","52","22.9%","-","0.0%","39.9","-3.9%"
"Lenoir, NC","50","14.3%","-","29.4%","42.2","-2.8%"
"Cambria, PA","58","11.2%","62","21.2%","45.7","-2.2%"
"Pendleton, KY","46","15.1%","49","23.5%","41.7","-1.3%"
"Pendleton, WV","55","37.9%","-","10.2%","50.8","-28.8%"
"Tucker, WV","53","38.7%","-","16.9%","51.2","-13.0%"
"Taylor, GA","50","22.1%","-","0.0%","42.9","-14.3%"
"Taylor, KY","33","10.3%","-","30.9%","37.7","2.0%"
"Taylor, FL","50","32.2%","-","12.5%","43.8","0.9%"
"Taylor, WV","62","10.8%","38","16.0%","44.2","-1.4%"
"Covington, MS","50","15.3%","-","10.2%","37.7","-3.5%"
"Covington, AL","48","22.3%","-","20.1%","42.8","-1.2%"
"Hudson, NJ","53","6.0%","59","11.6%","36.0","14.5%"
"Braxton, WV","48","24.6%","-","15.3%","46.7","-15.5%"
"Giles, TN","39","16.9%","-","27.1%","43.6","0.8%"
"Giles, VA","54","18.6%","62","28.5%","45.8","-0.4%"
"Radford, VA","45","14.8%","64","24.4%","23.0","-1.0%"
"Cleveland, NC","32","11.7%","64","32.0%","42.6","2.0%"
"Sullivan, IN","53","12.5%","46","11.7%","41.3","-1.5%"
"Sullivan, TN","45","10.4%","64","27.9%","45.4","1.2%"
"Bristol, VA","46","15.3%","51","31.8%","42.6","-0.9%"
"Unicoi, TN","44","10.7%","45","29.6%","47.4","-1.7%"
"Norton, VA","62","11.1%","-","0.0%","41.1","-14.3%"
"Georgetown, SC","48","24.0%","-","29.0%","52.6","7.9%"
"Dorchester, MD","49","18.8%","-","27.6%","43.9","-1.9%"
"Dorchester, SC","37","5.8%","59","44.4%","38.2","12.8%"
"Colleton, SC","45","20.1%","-","25.8%","42.2","-0.1%"
"Beaufort, NC","49","21.6%","-","24.1%","47.1","-5.9%"
"Beaufort, SC","45","17.4%","57","29.9%","48.1","4.2%"
"Fairfield, OH","48","2.9%","50","27.7%","39.7","5.2%"
"Fairfield, SC","48","19.9%","56","32.8%","46.7","-7.5%"
"Hampton, VA","50","7.9%","65","33.7%","35.9","4.1%"
"Hampton, SC","47","17.6%","-","0.0%","40.9","-5.6%"
"Greenwood, SC","38","7.1%","-","26.8%","37.9","1.2%"
"Treutlen, GA","61","13.0%","-","0.0%","39.6","-21.4%"
"St. Lucie, FL","28","12.6%","76","26.7%","45.2","16.8%"
"Brevard, FL","29","14.9%","73","33.0%","46.6","8.4%"
"Putnam, WV","63","8.5%","56","14.3%","42.3","3.3%"
"Putnam, GA","46","24.0%","-","24.9%","47.4","2.2%"
"Putnam, IN","44","7.7%","-","21.4%","38.4","0.8%"
"Putnam, TN","36","6.3%","58","33.9%","36.5","6.0%"
"Putnam, FL","35","15.2%","54","23.8%","45.4","2.5%"
"Charlton, GA","31","13.2%","-","17.3%","38.0","4.8%"
"Ware, GA","36","19.2%","-","29.5%","38.0","-4.1%"
"Collier, FL","31","32.2%","70","21.5%","54.0","12.4%"
"Clinton, IN","57","8.1%","-","25.8%","36.5","1.3%"
"Clinton, KY","45","22.6%","-","20.0%","42.5","-8.1%"
"Clinton, IL","57","7.7%","47","21.0%","41.4","-0.6%"
"Clinton, OH","53","7.9%","-","16.2%","41.0","-1.1%"
"Powell, KY","37","17.6%","-","23.8%","39.3","-1.1%"
"Jessamine, KY","48","6.1%","51","24.6%","38.7","3.0%"
"Owen, IN","44","12.8%","61","33.3%","45.3","-2.7%"
"Owen, KY","48","20.7%","-","21.0%","42.5","-5.7%"
"Adams, OH","48","19.6%","-","24.7%","42.3","-1.4%"
"Adams, PA","55","5.0%","-","21.1%","44.6","3.4%"
"Adams, IN","57","6.8%","-","27.5%","33.2","0.1%"
"Allen, OH","51","6.1%","-","20.4%","40.1","-0.5%"
"Allen, KY","42","15.2%","55","15.5%","40.7","-2.0%"
"Spencer, IN","48","8.1%","-","34.5%","44.2","-4.1%"
"Spencer, KY","28","7.0%","65","36.3%","43.3","6.2%"
"Trimble, KY","62","15.3%","-","42.1%","40.9","-2.9%"
"Grant, KY","52","9.3%","54","35.8%","36.4","0.1%"
"Grant, WV","50","24.3%","-","14.2%","46.9","-14.5%"
"Grant, IN","57","7.5%","-","26.8%","37.6","-1.8%"
"Cass, IN","49","8.9%","-","32.3%","41.1","-0.0%"
"Letcher, KY","57","21.0%","-","28.5%","43.3","-9.8%"
"Knott, KY","53","18.6%","-","0.0%","44.4","-11.6%"
"Hamblen, TN","44","4.0%","51","36.0%","40.1","4.9%"
"Stephens, GA","41","16.7%","-","28.4%","41.2","-2.2%"
"Habersham, GA","42","14.5%","-","28.5%","39.6","2.2%"
"Laurel, KY","48","10.7%","-","25.3%","39.9","3.4%"
"Fannin, GA","37","37.3%","-","21.1%","54.0","6.4%"
"Bledsoe, TN","43","18.3%","-","34.2%","44.9","1.9%"
"Sequatchie, TN","32","11.9%","49","31.7%","44.7","7.4%"
"Larue, KY","42","8.8%","74","29.6%","41.3","2.9%"
"Coffee, GA","52","12.0%","-","22.2%","36.6","1.2%"
"Coffee, AL","49","14.5%","76","27.3%","38.8","5.6%"
"Coffee, TN","29","9.5%","64","28.7%","39.2","5.3%"
"Cannon, TN","31","10.9%","41","29.4%","40.8","4.1%"
"Breckinridge, KY","50","28.9%","-","23.2%","42.2","-0.1%"
"Bedford, VA","52","11.6%","41","23.5%","47.0","1.5%"
"Bedford, PA","52","16.1%","-","33.6%","47.5","-3.0%"
"Bedford, TN","28","5.8%","-","22.1%","37.6","6.3%"
"Anderson, KY","49","6.8%","55","26.3%","42.1","8.8%"
"Anderson, TN","44","7.4%","63","32.7%","41.6","3.4%"
"Anderson, SC","46","7.4%","65","29.2%","40.0","5.4%"
"Wilkes, NC","51","18.1%","-","21.5%","45.9","-5.0%"
"Wilkes, GA","46","21.1%","-","9.7%","46.3","0.9%"
"Cook, GA","45","14.5%","-","36.3%","37.5","0.1%"
"Colquitt, GA","56","12.8%","-","21.0%","37.2","3.8%"
"Fulton, PA","59","13.6%","-","14.8%","45.9","-1.4%"
"Fulton, KY","55","21.4%","-","23.5%","41.2","-5.2%"
"Fulton, GA","38","10.9%","59","29.2%","36.8","7.3%"
"Miller, GA","56","12.9%","-","0.0%","42.8","3.0%"
"Floyd, IN","45","9.1%","57","26.6%","41.2","6.1%"
"Floyd, KY","56","17.2%","-","16.4%","43.1","-5.1%"
"Floyd, VA","56","16.3%","65","17.0%","48.0","-0.7%"
"Floyd, GA","40","8.0%","57","23.3%","37.8","1.2%"
"Randolph, NC","47","5.7%","63","22.3%","41.2","1.0%"
"Randolph, GA","39","26.0%","-","0.0%","37.6","0.7%"
"Randolph, WV","52","20.6%","-","17.2%","44.2","-8.1%"
"Randolph, IN","56","10.7%","-","28.5%","42.1","-2.4%"
"Randolph, AL","56","26.7%","-","29.0%","44.0","3.3%"
"Bullock, AL","48","24.1%","-","30.7%","40.4","0.6%"
"Geneva, AL","40","15.9%","50","39.5%","44.0","-1.6%"
"Pike, KY","54","15.5%","-","18.5%","42.9","-6.1%"
"Pike, OH","50","10.3%","-","22.5%","41.1","-5.8%"
"Pike, GA","39","10.4%","50","14.8%","39.9","4.7%"
"Pike, IN","46","10.6%","-","25.8%","43.5","-3.2%"
"Pike, AL","47","21.8%","-","17.9%","31.7","0.2%"
"Talladega, AL","45","12.1%","54","19.7%","42.7","2.3%"
"Butler, OH","51","4.8%","57","17.9%","37.5","2.3%"
"Butler, KY","42","16.3%","61","16.0%","41.1","-8.2%"
"Butler, AL","51","26.2%","-","9.0%","42.2","-1.8%"
"Thomas, GA","47","12.3%","-","16.5%","39.9","1.6%"
"Okaloosa, FL","32","17.4%","68","27.7%","38.6","6.9%"
"Daviess, KY","49","5.6%","-","25.3%","38.2","3.0%"
"Daviess, IN","45","9.4%","-","27.2%","34.7","1.8%"
"Fountain, IN","55","12.3%","-","22.6%","42.8","-0.8%"
"Edgar, IL","57","7.5%","-","23.5%","46.4","-6.5%"
"Jasper, SC","29","10.4%","66","30.6%","44.3","19.9%"
"Jasper, MS","46","21.0%","-","21.6%","42.4","-2.9%"
"Jasper, GA","41","9.9%","42","24.0%","43.1","1.0%"
"Jasper, IL","57","10.9%","-","42.1%","44.2","-2.4%"
"De Witt, IL","66","9.1%","-","12.9%","44.0","-3.3%"
"Tazewell, VA","54","19.4%","35","14.1%","45.0","-4.6%"
"Tazewell, IL","65","7.8%","50","17.9%","42.2","-0.3%"
"Mason, WV","65","15.6%","-","10.0%","44.2","-6.7%"
"Mason, KY","50","15.3%","-","17.3%","42.3","0.4%"
"Knox, IN","50","10.9%","-","18.6%","39.1","-0.5%"
"Knox, OH","43","9.9%","-","33.8%","39.4","1.1%"
"Knox, KY","46","18.0%","-","38.3%","39.8","-5.7%"
"Knox, TN","39","9.0%","72","27.5%","37.5","6.7%"
"Ohio, WV","55","14.3%","48","18.0%","42.8","1.0%"
"Ohio, IN","55","6.8%","44","36.3%","46.0","-2.7%"
"Ohio, KY","43","10.2%","-","34.0%","40.9","-1.4%"
"McNairy, TN","47","20.1%","-","20.8%","43.1","1.7%"
"Alcorn, MS","45","12.0%","-","20.2%","40.6","-5.6%"
"Shelby, KY","51","7.1%","50","17.3%","40.9","9.5%"
"Shelby, AL","44","5.3%","54","19.8%","40.7","5.4%"
"Shelby, IN","46","7.3%","55","32.2%","41.2","1.5%"
"Shelby, OH","52","6.5%","-","27.4%","40.1","-1.5%"
"Shelby, IL","59","12.5%","-","22.2%","45.5","-5.0%"
"DeSoto, FL","35","19.4%","-","20.7%","42.8","4.0%"
"Perry, PA","54","8.8%","32","16.9%","43.8","-3.7%"
"Perry, IN","49","9.2%","-","28.5%","41.1","-1.4%"
"Perry, KY","59","14.8%","-","8.6%","41.4","2.4%"
"Perry, MS","51","16.6%","39","22.2%","42.9","-2.7%"
"Perry, IL","56","12.7%","-","16.6%","42.2","-4.3%"
"Perry, TN","38","37.0%","-","18.1%","41.6","3.9%"
"Perry, OH","45","11.1%","38","26.1%","41.1","-1.8%"
"Perry, AL","53","19.3%","-","0.0%","42.5","-16.6%"
"Clarke, VA","58","12.7%","54","30.7%","48.3","2.5%"
"Clarke, GA","39","6.6%","66","24.0%","29.6","11.8%"
"Clarke, MS","43","18.1%","-","22.2%","42.6","-4.4%"
"Clarke, AL","28","27.9%","-","9.8%","42.5","-7.9%"
"Chickasaw, MS","46","14.5%","-","0.0%","39.0","2.8%"
"Holmes, OH","46","8.4%","-","13.3%","32.5","6.7%"
"Holmes, FL","42","17.9%","-","19.3%","42.4","-0.5%"
"George, MS","48","10.8%","-","16.1%","36.2","8.6%"
"Monmouth, NJ","57","6.6%","45","11.7%","43.6","3.3%"
"Middlesex, VA","60","33.7%","-","12.7%","55.5","-2.3%"
"Middlesex, NJ","60","2.5%","54","11.2%","39.9","5.5%"
"Somerset, PA","59","22.3%","-","16.8%","47.0","-1.5%"
"Somerset, MD","48","24.0%","53","19.1%","38.1","-4.1%"
"Somerset, NJ","61","1.9%","55","9.6%","41.9","6.0%"
"Philadelphia, PA","46","9.4%","63","24.5%","35.6","10.3%"
"Columbia, FL","39","10.7%","55","29.1%","41.2","5.1%"
"Columbia, GA","47","8.3%","53","16.2%","37.9","7.3%"
"Prince William, VA","51","3.0%","58","22.6%","36.7","8.6%"
"Blair, PA","52","9.4%","38","45.4%","43.7","-1.7%"
"Accomack, VA","50","34.6%","-","14.4%","47.5","3.0%"
"Virginia Beach, VA","55","6.6%","55","29.2%","38.2","3.1%"
"Chesapeake, VA","54","3.9%","59","25.7%","38.4","6.6%"
"Isle of Wight, VA","53","8.3%","60","24.2%","44.2","8.4%"
"Martin, FL","32","17.8%","59","28.0%","53.4","4.6%"
"Martin, IN","46","14.2%","-","12.1%","41.8","-4.6%"
"Martin, KY","63","18.8%","-","0.0%","40.3","-7.8%"
"Martin, NC","49","15.6%","-","12.6%","46.7","-4.3%"
"Amelia, VA","56","8.4%","46","16.3%","44.8","4.0%"
"Nottoway, VA","48","17.8%","-","21.0%","41.2","-1.1%"
"Page, VA","51","19.9%","-","25.8%","45.4","1.3%"
"Allegany, MD","55","13.6%","53","18.7%","42.2","-0.5%"
"Greene, IN","49","11.0%","-","18.3%","43.1","-5.7%"
"Greene, NC","37","13.6%","-","10.2%","39.6","-4.8%"
"Greene, OH","50","3.7%","57","23.3%","39.4","2.9%"
"Greene, AL","47","28.6%","37","0.0%","44.4","-16.0%"
"Greene, GA","45","25.2%","-","21.7%","52.3","10.9%"
"Greene, VA","59","8.9%","70","10.4%","40.8","6.1%"
"Greene, TN","39","14.2%","-","32.6%","44.9","0.6%"
"Greene, MS","51","25.6%","-","0.0%","40.5","-1.5%"
"Greene, PA","53","12.7%","-","14.4%","43.0","-3.0%"
"Nicholas, KY","44","17.6%","-","25.8%","38.9","1.8%"
"Nicholas, WV","52","23.4%","-","28.0%","46.0","-4.6%"
"Belmont, OH","51","13.4%","41","30.1%","44.8","-2.0%"
"Pleasants, WV","51","13.6%","-","17.3%","43.4","-5.3%"
"Noble, OH","46","20.8%","-","11.4%","51.3","-5.6%"
"Coshocton, OH","53","8.9%","-","33.3%","41.0","-0.8%"
"Athens, OH","57","14.1%","42","23.7%","32.8","-0.8%"
"Gallia, OH","55","15.9%","-","17.3%","41.3","-3.1%"
"Hocking, OH","38","11.1%","41","30.3%","42.6","-2.8%"
"Licking, OH","40","6.7%","45","30.4%","40.0","3.5%"
"Vinton, OH","39","12.0%","-","27.2%","43.5","-5.3%"
"Person, NC","42","12.2%","31","20.3%","43.9","0.2%"
"Hoke, NC","33","8.8%","45","18.3%","33.7","-0.6%"
"Caswell, NC","52","17.2%","-","21.0%","46.2","-2.6%"
"Montgomery, PA","58","3.8%","51","14.5%","41.4","4.7%"
"Montgomery, AL","47","12.8%","60","17.8%","37.3","1.2%"
"Montgomery, KY","46","10.2%","-","18.1%","40.6","2.4%"
"Montgomery, OH","51","7.0%","58","27.4%","38.6","-0.4%"
"Montgomery, IL","59","10.0%","-","17.1%","42.6","-4.4%"
"Montgomery, TN","30","5.7%","69","22.5%","32.5","18.0%"
"Montgomery, MD","48","3.4%","36","23.0%","40.6","4.1%"
"Montgomery, IN","50","6.1%","-","34.7%","40.0","-0.6%"
"Montgomery, GA","51","19.9%","-","20.0%","38.2","-4.5%"
"Montgomery, MS","34","29.2%","-","10.8%","42.4","-4.5%"
"Montgomery, VA","50","14.1%","66","17.0%","29.8","6.5%"
"Montgomery, NC","52","32.5%","-","22.2%","43.6","-8.0%"
"Salem, NJ","59","9.0%","47","19.1%","42.4","0.4%"
"Salem, VA","50","8.6%","45","28.8%","40.3","2.2%"
"Stanly, NC","37","12.8%","-","31.9%","41.6","5.2%"
"Davie, NC","54","11.5%","56","25.8%","45.0","2.6%"
"Grayson, KY","44","26.7%","-","25.3%","40.3","-2.3%"
"Grayson, VA","56","30.7%","-","32.4%","48.5","-2.8%"
"Chester, PA","59","4.3%","52","18.1%","40.6","6.6%"
"Chester, TN","38","12.6%","50","14.2%","37.8","1.9%"
"Chester, SC","30","12.1%","53","24.0%","42.2","-0.2%"
"Burke, GA","42","18.7%","69","17.0%","38.4","11.9%"
"Burke, NC","41","8.2%","46","24.7%","45.2","-1.1%"
"Washington, AL","40","26.9%","-","13.3%","44.1","-8.6%"
"Washington, FL","39","15.3%","53","33.6%","41.6","0.9%"
"Washington, PA","52","9.5%","54","21.6%","44.0","2.3%"
"Washington, GA","52","16.3%","-","9.7%","40.6","-5.9%"
"Washington, TN","42","8.1%","71","30.7%","41.4","3.0%"
"Washington, MD","54","7.8%","55","19.6%","40.6","4.6%"
"Washington, NC","42","20.0%","-","24.2%","49.3","-6.3%"
"Washington, IN","46","9.6%","51","30.4%","41.4","-1.5%"
"Washington, KY","36","10.9%","-","21.0%","42.2","1.1%"
"Washington, IL","56","10.6%","-","0.0%","44.2","-3.4%"
"Washington, OH","50","11.0%","-","20.3%","44.1","-0.9%"
"Washington, VA","50","13.2%","55","24.4%","46.9","-1.6%"
"Dickenson, VA","55","22.2%","-","14.8%","45.9","-3.1%"
"Williamsburg, VA","48","13.7%","54","0.0%","24.0","11.0%"
"Williamsburg, SC","47","18.0%","-","15.6%","44.0","-3.7%"
"Berkeley, WV","53","7.4%","75","17.3%","38.4","11.6%"
"Berkeley, SC","39","6.0%","76","34.6%","36.6","20.9%"
"Kershaw, SC","48","10.7%","69","26.1%","40.8","4.3%"
"Calhoun, AL","50","13.5%","47","24.3%","40.5","-0.6%"
"Calhoun, FL","42","18.3%","-","19.5%","41.8","-5.8%"
"Calhoun, WV","46","25.2%","-","23.5%","48.1","-19.6%"
"Calhoun, MS","38","15.5%","-","20.5%","43.1","-3.2%"
"Calhoun, GA","41","25.8%","-","0.0%","39.7","-15.3%"
"Calhoun, SC","49","13.2%","58","19.5%","47.4","-5.0%"
"Lexington, SC","47","6.4%","66","27.1%","40.8","7.1%"
"Allendale, SC","34","21.9%","-","28.5%","42.5","-9.6%"
"Aiken, SC","47","13.1%","66","21.4%","41.7","5.0%"
"Richmond, VA","45","25.9%","-","8.1%","46.1","0.4%"
"Richmond, NY","56","8.3%","54","13.8%","40.7","2.0%"
"Richmond, NC","46","15.0%","-","24.7%","40.3","-7.2%"
"Richmond, VA","45","9.8%","58","21.1%","34.9","14.4%"
"Richmond, GA","41","17.6%","66","24.8%","35.5","5.2%"
"Toombs, GA","56","16.1%","-","15.0%","37.2","-0.8%"
"Abbeville, SC","45","18.6%","-","27.0%","44.3","-3.3%"
"Polk, NC","48","20.2%","-","23.6%","54.4","-6.2%"
"Polk, TN","40","19.3%","51","27.1%","46.2","1.4%"
"Polk, GA","42","9.9%","-","28.2%","38.5","1.8%"
"Polk, FL","27","12.9%","72","28.2%","39.5","17.7%"
"St. Johns, FL","34","10.7%","69","34.9%","44.0","27.5%"
"Marion, OH","48","8.7%","-","24.0%","41.2","-2.0%"
"Marion, IN","41","7.8%","68","34.3%","34.5","4.3%"
"Marion, WV","56","12.6%","-","23.2%","40.4","-0.2%"
"Marion, KY","48","9.9%","-","24.4%","39.6","1.7%"
"Marion, GA","50","16.6%","53","0.0%","43.9","-15.4%"
"Marion, SC","45","18.2%","-","18.3%","43.0","-3.4%"
"Marion, TN","45","16.6%","47","20.6%","43.7","4.2%"
"Marion, IL","54","11.0%","-","22.2%","41.3","-4.7%"
"Marion, AL","46","23.1%","-","20.0%","43.8","-4.7%"
"Marion, FL","28","11.8%","68","31.1%","47.7","14.0%"
"Sumter, SC","45","16.5%","58","30.2%","38.2","-0.5%"
"Sumter, GA","46","19.6%","-","8.9%","37.0","-2.8%"
"Sumter, AL","48","24.7%","-","0.0%","34.9","-7.7%"
"Sumter, FL","29","17.4%","56","35.6%","68.2","22.5%"
"Highlands, FL","32","20.1%","63","21.3%","54.4","6.2%"
"Charlotte, VA","49","22.6%","-","29.2%","45.2","-5.7%"
"Charlotte, FL","24","26.8%","77","31.2%","60.1","17.4%"
"Delaware, PA","56","6.2%","39","15.6%","39.5","2.3%"
"Delaware, IN","54","14.3%","54","28.3%","35.4","-1.8%"
"Delaware, OH","51","4.3%","53","29.1%","39.7","18.3%"
"Highland, VA","59","45.4%","-","30.7%","57.1","-9.8%"
"Highland, OH","45","11.5%","-","21.3%","40.8","-1.6%"
"Champaign, IL","62","7.1%","40","18.5%","30.9","2.7%"
"Champaign, OH","55","8.2%","-","26.9%","41.6","0.6%"
"Clermont, OH","54","2.1%","55","13.2%","41.8","6.6%"
"Kenton, KY","51","8.7%","60","26.1%","37.9","5.4%"
"Mercer, NJ","57","3.3%","54","14.6%","40.2","4.2%"
"Mercer, KY","52","12.2%","-","31.0%","42.8","2.8%"
"Mercer, WV","60","16.8%","53","21.3%","43.3","-2.0%"
"Mercer, OH","62","9.6%","-","13.1%","39.1","0.4%"
"Ripley, IN","56","8.4%","-","39.0%","40.9","0.6%"
"Rush, IN","44","9.6%","-","46.1%","42.7","-1.7%"
"Hamilton, TN","38","7.6%","64","30.0%","40.2","6.3%"
"Hamilton, IL","62","12.0%","-","0.0%","43.5","-7.0%"
"Hamilton, FL","36","22.6%","-","30.1%","40.6","-2.8%"
"Hamilton, OH","50","5.7%","56","17.9%","37.0","0.6%"
"Hamilton, IN","52","5.9%","57","29.6%","38.5","15.6%"
"Brown, OH","48","11.8%","51","21.0%","42.1","-2.9%"
"Brown, IN","47","21.6%","43","32.3%","50.9","-1.1%"
"Orange, VA","50","7.7%","-","20.3%","42.0","5.5%"
"Orange, FL","32","7.1%","66","32.2%","36.9","10.0%"
"Orange, NC","42","5.9%","39","23.4%","36.7","7.3%"
"Orange, IN","49","11.9%","-","20.2%","43.0","-1.4%"
"Pulaski, VA","48","15.5%","62","14.5%","46.9","-1.4%"
"Pulaski, GA","40","22.5%","-","14.2%","43.7","-10.3%"
"Pulaski, IL","44","34.5%","-","0.0%","42.7","-10.1%"
"Pulaski, KY","46","17.5%","-","27.9%","43.1","0.9%"
"Jefferson, KY","49","8.2%","55","22.4%","38.5","3.9%"
"Jefferson, IL","54","11.0%","-","20.8%","41.1","-1.8%"
"Jefferson, OH","53","12.8%","55","27.1%","44.2","-4.1%"
"Jefferson, GA","25","18.5%","-","30.0%","40.7","-1.4%"
"Jefferson, FL","52","16.7%","31","29.6%","47.0","1.8%"
"Jefferson, WV","45","9.4%","40","20.1%","41.0","5.5%"
"Jefferson, IN","56","12.0%","-","22.2%","41.6","-0.0%"
"Jefferson, AL","42","12.7%","55","24.1%","38.0","0.9%"
"Jefferson, TN","42","15.3%","51","30.7%","44.1","4.8%"
"Campbell, VA","48","12.9%","51","19.2%","43.2","-1.5%"
"Campbell, KY","49","4.7%","69","24.8%","40.4","4.7%"
"Campbell, TN","42","17.9%","56","32.4%","44.2","-1.9%"
"Dawson, GA","42","13.4%","62","25.8%","43.9","12.4%"
"Roane, WV","52","22.6%","-","8.3%","46.5","-3.6%"
"Roane, TN","45","11.8%","52","25.2%","47.4","-0.2%"
"McMinn, TN","37","10.6%","54","34.2%","42.5","2.6%"
"Pickett, TN","48","37.3%","-","22.2%","51.7","-3.5%"
"Clay, AL","56","18.4%","-","0.0%","43.8","3.9%"
"Clay, KY","37","16.9%","-","23.5%","40.6","-3.9%"
"Clay, IN","46","9.5%","56","37.3%","41.2","-1.2%"
"Clay, IL","53","11.6%","-","20.5%","41.5","-4.3%"
"Clay, MS","53","14.4%","-","25.5%","40.1","-2.4%"
"Clay, GA","41","39.1%","-","19.0%","46.1","-2.0%"
"Clay, WV","54","24.9%","48","0.0%","45.3","-14.6%"
"Clay, FL","31","4.2%","58","37.1%","40.7","10.9%"
"Clay, NC","54","31.9%","-","16.7%","54.5","1.3%"
"Clay, TN","43","19.7%","-","17.3%","48.8","-7.9%"
"Davidson, NC","49","7.6%","58","24.3%","42.4","2.3%"
"Davidson, TN","27","8.2%","57","31.8%","34.8","16.5%"
